Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,No,Travel_Rarely,248,Sales,15,3,Medical,1,851,3,Male,63,3,1,Sales Executive,2,Single,12772,18049,6,Y,Yes,20,3,2,80,2,4,6,4,1,12,5,6
29,No,Travel_Rarely,1150,Research & Development,20,3,Technical Degree,1,852,3,Female,42,4,2,Healthcare Representative,4,Married,12627,19811,9,Y,Yes,20,3,3,80,2,36,6,3,38,10,2,3
27,Yes,Travel_Rarely,434,Sales,21,3,Technical Degree,1,853,3,Male,34,2,3,Sales Executive,3,Married,9244,22486,6,Y,Yes,22,3,3,80,0,18,5,2,36,14,0,1
25,No,Travel_Frequently,1299,Research & Development,18,3,Marketing,1,854,3,Female,89,4,5,Research Director,3,Single,3627,20951,3,Y,No,24,3,2,80,2,36,5,2,20,9,12,17
41,Yes,Non-Travel,391,Sales,28,3,Marketing,1,855,4,Female,46,2,3,Sales Executive,3,Married,4172,8237,6,Y,Yes,12,3,2,80,2,7,2,1,4,9,3,15
45,No,Travel_Frequently,671,Sales,26,3,Other,1,856,4,Male,86,2,4,Manager,4,Married,3951,5827,7,Y,No,13,3,2,80,2,6,1,2,20,8,14,8
58,No,Travel_Rarely,892,Sales,13,2,Technical Degree,1,857,2,Female,60,2,2,Sales Executive,2,Divorced,2934,20564,2,Y,Yes,16,3,2,80,2,39,3,2,28,2,13,4
53,No,Travel_Rarely,1270,Research & Development,24,5,Marketing,1,858,4,Male,94,1,5,Manager,1,Divorced,3981,21828,9,Y,No,15,4,2,80,3,12,2,1,19,15,8,8
54,No,Travel_Frequently,1010,Research & Development,2,1,Other,1,859,1,Male,95,1,2,Laboratory Technician,2,Divorced,12714,15197,1,Y,No,21,3,2,80,3,36,2,1,37,11,14,7
38,No,Travel_Rarely,1247,Sales,19,5,Medical,1,860,2,Male,62,3,2,Manager,4,Single,11649,17054,6,Y,No,25,3,2,80,2,26,0,3,19,16,1,15
25,No,Travel_Frequently,128,Research & Development,15,4,Technical Degree,1,861,3,Female,33,2,1,Research Scientist,4,Divorced,11975,4046,4,Y,No,24,3,2,80,2,17,4,2,24,14,2,17
26,Yes,Travel_Frequently,1191,Research & Development,12,4,Life Sciences,1,862,3,Male,84,2,3,Laboratory Technician,1,Single,18383,5804,4,Y,Yes,23,3,3,80,2,23,2,3,1,2,1,3
32,No,Travel_Rarely,1226,Research & Development,15,5,Technical Degree,1,863,4,Male,53,2,2,Manufacturing Director,4,Divorced,12147,20171,4,Y,Yes,15,3,2,80,1,40,2,3,31,4,13,15
57,Yes,Travel_Rarely,1027,Research & Development,25,3,Marketing,1,864,2,Male,61,1,2,Manufacturing Director,3,Married,19205,16123,6,Y,Yes,12,3,2,80,2,1,5,1,25,12,1,3
35,No,Travel_Rarely,489,Research & Development,18,2,Technical Degree,1,865,4,Male,76,3,4,Healthcare Representative,3,Married,16944,13841,8,Y,No,12,3,3,80,2,15,3,4,5,5,9,5
59,No,Travel_Rarely,1219,Research & Development,14,1,Life Sciences,1,866,4,Male,45,1,4,Laboratory Technician,3,Divorced,14154,14566,7,Y,No,22,3,3,80,3,13,2,3,40,8,10,2
37,Yes,Travel_Rarely,1192,Sales,6,3,Technical Degree,1,867,4,Male,50,4,4,Sales Representative,3,Divorced,1498,26741,5,Y,No,11,3,1,80,3,16,6,4,2,18,10,17
23,No,Non-Travel,351,Sales,12,5,Marketing,1,868,2,Female,96,4,2,Sales Representative,3,Single,12757,3868,6,Y,No,13,3,1,80,3,5,3,2,32,6,7,14
29,Yes,Travel_Rarely,243,Research & Development,20,5,Medical,1,869,3,Male,60,4,5,Laboratory Technician,4,Married,4525,19051,8,Y,No,22,3,2,80,0,34,4,1,0,12,2,7
19,Yes,Travel_Rarely,368,Human Resources,23,2,Marketing,1,870,1,Male,43,3,3,Human Resources,1,Divorced,7419,24963,5,Y,No,22,3,2,80,1,16,6,2,4,4,6,17
24,No,Travel_Rarely,316,Research & Development,6,2,Other,1,871,3,Male,35,4,2,Manager,1,Divorced,1062,6758,0,Y,No,21,4,1,80,2,37,5,2,12,15,7,2
33,No,Travel_Rarely,590,Sales,26,5,Marketing,1,872,2,Female,98,3,1,Manager,3,Married,19968,7153,3,Y,Yes,24,3,1,80,3,39,6,1,18,3,2,5
20,Yes,Travel_Frequently,597,Research & Development,9,3,Other,1,873,3,Male,58,1,5,Research Director,4,Divorced,18008,23840,7,Y,No,17,3,4,80,0,5,0,2,11,4,1,14
20,No,Travel_Rarely,581,Research & Development,25,3,Technical Degree,1,874,3,Female,84,1,5,Manager,2,Married,6953,22544,6,Y,No,21,3,4,80,2,37,0,1,24,18,12,11
44,No,Non-Travel,744,Sales,26,3,Other,1,875,1,Female,66,3,3,Sales Executive,2,Divorced,8413,8565,2,Y,No,15,4,2,80,2,20,4,4,34,5,12,4
60,No,Non-Travel,102,Sales,4,1,Human Resources,1,876,3,Female,88,1,5,Manager,4,Married,1963,24591,9,Y,No,17,3,4,80,3,34,4,2,11,3,7,6
57,No,Travel_Frequently,1134,Research & Development,17,1,Technical Degree,1,877,3,Female,65,1,3,Manager,3,Single,11634,16387,2,Y,No,19,3,1,80,2,22,6,1,29,0,2,14
55,Yes,Travel_Rarely,942,Research & Development,2,3,Other,1,878,3,Male,88,3,5,Research Scientist,1,Divorced,2638,10438,2,Y,Yes,16,3,2,80,2,11,5,3,4,16,6,6
50,Yes,Travel_Rarely,481,Sales,16,5,Marketing,1,879,4,Female,93,4,3,Sales Representative,4,Divorced,11982,23852,0,Y,No,12,3,3,80,2,28,5,2,33,8,11,12
45,Yes,Travel_Frequently,945,Sales,24,2,Life Sciences,1,880,2,Male,72,3,4,Sales Executive,2,Divorced,7868,11014,9,Y,No,11,3,3,80,3,26,1,4,21,15,0,2
18,Yes,Travel_Frequently,1269,Sales,14,4,Technical Degree,1,881,2,Female,71,2,4,Sales Executive,2,Single,9850,15829,0,Y,Yes,11,3,1,80,0,5,2,1,38,1,13,12
25,Yes,Travel_Rarely,403,Research & Development,26,2,Other,1,882,1,Female,89,1,5,Manager,2,Divorced,11548,12565,5,Y,No,20,3,4,80,2,20,2,2,12,10,14,2
54,No,Travel_Rarely,751,Sales,8,2,Life Sciences,1,883,4,Female,91,3,5,Sales Representative,3,Divorced,13691,11838,0,Y,No,19,4,3,80,0,6,2,2,2,4,11,1
49,No,Travel_Rarely,910,Sales,14,4,Other,1,884,4,Male,93,1,3,Sales Executive,2,Married,4287,5757,4,Y,No,24,3,4,80,2,40,3,2,19,12,5,3
60,No,Non-Travel,1304,Research & Development,2,3,Other,1,885,3,Male,87,4,3,Manufacturing Director,4,Divorced,19954,14557,3,Y,Yes,16,3,3,80,3,15,1,4,30,16,11,16
54,No,Travel_Rarely,1403,Sales,16,2,Other,1,886,2,Male,31,1,2,Sales Executive,4,Divorced,7548,18472,4,Y,No,16,3,4,80,0,4,6,1,4,14,11,5
21,No,Travel_Rarely,1269,Research & Development,4,4,Marketing,1,887,1,Male,100,3,4,Healthcare Representative,2,Married,17763,25172,6,Y,No,14,3,3,80,3,14,2,3,23,11,15,10
47,Yes,Travel_Rarely,440,Sales,1,5,Other,1,888,4,Male,37,4,2,Manager,4,Single,1866,8235,5,Y,No,22,3,3,80,1,20,3,3,39,5,12,5
23,No,Travel_Frequently,1456,Sales,23,5,Life Sciences,1,889,3,Male,85,4,2,Manager,2,Single,5895,24764,8,Y,No,24,4,2,80,2,3,3,3,32,12,8,1
36,Yes,Travel_Rarely,1395,Sales,20,5,Human Resources,1,890,1,Female,65,4,1,Sales Executive,2,Married,13954,8254,5,Y,No,12,3,2,80,1,4,0,1,7,17,11,16
49,No,Travel_Rarely,1100,Research & Development,27,3,Other,1,891,4,Male,98,2,3,Manager,1,Single,8494,14630,8,Y,No,20,3,1,80,1,6,3,3,23,14,2,2
26,No,Travel_Rarely,1312,Research & Development,14,2,Human Resources,1,892,1,Female,42,3,1,Laboratory Technician,3,Single,14689,9236,3,Y,No,13,3,3,80,1,34,4,4,19,14,13,11
29,No,Travel_Rarely,767,Research & Development,8,2,Medical,1,893,4,Male,68,3,1,Healthcare Representative,3,Divorced,17776,23499,0,Y,No,13,4,4,80,2,35,5,1,15,7,6,13
28,No,Travel_Frequently,1297,Research & Development,25,1,Technical Degree,1,894,1,Female,35,4,2,Manager,1,Divorced,15406,25348,0,Y,No,18,3,3,80,3,14,3,2,11,18,12,1
33,Yes,Travel_Rarely,505,Research & Development,28,5,Marketing,1,895,4,Female,48,1,1,Research Director,1,Divorced,11753,8402,9,Y,Yes,16,3,4,80,1,27,4,4,12,13,5,4
18,No,Travel_Rarely,348,Sales,25,3,Medical,1,896,4,Male,54,4,3,Sales Representative,3,Single,5343,11420,6,Y,No,17,3,4,80,0,1,4,2,38,6,7,9
38,No,Travel_Rarely,660,Sales,3,4,Medical,1,897,1,Male,32,2,2,Sales Executive,2,Divorced,13235,6836,2,Y,No,19,3,3,80,2,4,0,3,24,13,2,9
47,No,Travel_Rarely,879,Research & Development,5,3,Life Sciences,1,898,4,Male,82,4,3,Research Director,2,Single,14449,21623,1,Y,No,11,3,4,80,3,6,6,4,31,4,2,8
30,No,Travel_Rarely,212,Sales,6,2,Life Sciences,1,899,4,Female,57,3,5,Manager,3,Divorced,16029,26621,5,Y,Yes,12,4,1,80,3,21,0,1,23,14,3,12
51,Yes,Non-Travel,1089,Sales,22,5,Human Resources,1,900,4,Male,55,4,1,Manager,2,Single,5260,4809,5,Y,No,25,3,2,80,1,30,3,4,8,14,2,9
21,No,Non-Travel,914,Sales,26,1,Human Resources,1,901,1,Male,76,1,2,Sales Representative,1,Married,13189,18180,6,Y,Yes,19,3,4,80,2,31,0,2,39,3,8,5
45,No,Travel_Rarely,1428,Sales,8,3,Marketing,1,902,1,Male,37,3,4,Sales Executive,2,Married,17149,10639,4,Y,Yes,15,3,3,80,1,7,0,1,22,0,15,10
55,No,Travel_Rarely,1031,Sales,6,1,Marketing,1,903,4,Male,86,1,3,Sales Representative,2,Divorced,1931,23871,7,Y,No,14,3,2,80,0,40,6,4,12,16,10,3
48,No,Travel_Rarely,987,Research & Development,6,2,Technical Degree,1,904,4,Female,84,4,1,Laboratory Technician,4,Single,8966,11588,6,Y,No,11,3,1,80,3,10,5,4,31,0,3,13
44,Yes,Travel_Frequently,1010,Research & Development,4,4,Other,1,905,1,Male,30,3,3,Manufacturing Director,4,Married,16805,22560,1,Y,No,19,3,4,80,3,0,2,4,14,15,5,16
22,Yes,Travel_Rarely,892,Research & Development,7,3,Marketing,1,906,3,Male,69,2,3,Laboratory Technician,4,Married,2239,5825,0,Y,Yes,21,3,4,80,2,39,3,4,35,12,7,1
42,No,Travel_Rarely,393,Research & Development,24,2,Marketing,1,907,4,Male,52,3,5,Laboratory Technician,2,Divorced,11636,17484,8,Y,No,23,4,2,80,3,18,6,1,4,17,10,9
20,No,Travel_Frequently,1377,Research & Development,19,5,Human Resources,1,908,3,Female,83,1,3,Manufacturing Director,3,Divorced,11015,14907,4,Y,Yes,19,3,4,80,2,37,3,2,21,9,12,2
50,No,Travel_Rarely,276,Sales,7,3,Other,1,909,1,Male,71,3,5,Sales Representative,1,Single,5942,20015,4,Y,No,14,3,3,80,1,36,3,4,15,17,7,6
21,No,Travel_Rarely,210,Research & Development,3,1,Technical Degree,1,910,4,Female,79,2,5,Laboratory Technician,2,Married,15304,10186,9,Y,No,19,3,2,80,0,6,0,1,40,16,15,6
42,No,Travel_Rarely,1063,Research & Development,8,3,Life Sciences,1,911,3,Male,33,2,5,Research Scientist,3,Single,17386,2271,3,Y,No,20,3,2,80,2,38,5,2,9,8,14,0
37,No,Travel_Rarely,1465,Sales,1,2,Technical Degree,1,912,1,Female,37,2,1,Sales Representative,2,Single,1212,20854,1,Y,No,23,3,4,80,1,24,0,4,23,13,4,7
51,No,Non-Travel,949,Research & Development,1,2,Other,1,913,3,Female,65,2,3,Research Director,1,Divorced,17553,9832,4,Y,Yes,11,3,1,80,0,21,4,2,17,12,4,0
43,No,Travel_Frequently,1139,Research & Development,14,1,Life Sciences,1,914,2,Male,39,1,3,Manufacturing Director,2,Single,16908,11086,1,Y,No,25,3,1,80,3,26,1,2,17,13,5,7
22,Yes,Travel_Rarely,794,Research & Development,6,2,Life Sciences,1,915,1,Male,59,3,5,Manufacturing Director,1,Single,4757,25309,6,Y,No,15,4,1,80,0,40,1,1,6,10,9,13
52,No,Travel_Rarely,1447,Research & Development,10,3,Life Sciences,1,916,2,Male,45,4,3,Manager,2,Married,7727,5337,8,Y,No,11,3,1,80,0,37,6,2,3,12,6,13
45,No,Travel_Rarely,1065,Sales,25,1,Technical Degree,1,917,1,Female,59,2,3,Sales Executive,1,Single,19974,5760,8,Y,No,14,3,2,80,0,38,1,1,25,16,12,1
46,Yes,Travel_Rarely,144,Human Resources,28,2,Human Resources,1,918,1,Male,93,4,5,Manager,2,Married,2102,19415,5,Y,Yes,22,3,2,80,3,14,6,4,4,2,12,7
26,No,Travel_Rarely,562,Research & Development,14,2,Other,1,919,4,Male,40,4,4,Research Scientist,1,Married,16237,21505,0,Y,No,15,4,4,80,2,1,2,2,15,0,9,9
55,No,Travel_Rarely,1227,Sales,4,3,Technical Degree,1,920,2,Male,63,3,4,Sales Executive,4,Single,17043,20498,5,Y,No,24,4,1,80,2,7,0,2,34,4,13,6
23,No,Travel_Rarely,806,Research & Development,6,2,Technical Degree,1,921,2,Male,84,4,5,Research Scientist,2,Single,6719,25680,4,Y,Yes,21,3,1,80,0,5,4,3,25,12,6,12
36,No,Travel_Rarely,1134,Research & Development,16,3,Medical,1,922,2,Male,33,4,1,Healthcare Representative,2,Married,10741,16726,3,Y,Yes,13,3,4,80,1,19,4,4,17,4,12,14
28,No,Travel_Rarely,250,Research & Development,28,5,Marketing,1,923,1,Female,78,1,3,Manufacturing Director,3,Single,4200,13826,5,Y,Yes,12,3,4,80,1,26,1,4,28,4,3,10
19,No,Travel_Rarely,439,Research & Development,21,3,Technical Degree,1,924,2,Female,73,4,3,Laboratory Technician,3,Married,19230,4068,5,Y,No,16,3,4,80,0,22,5,3,22,11,5,13
26,No,Travel_Rarely,1104,Research & Development,28,4,Medical,1,925,2,Male,60,3,4,Manufacturing Director,1,Single,1698,12955,5,Y,No,21,3,3,80,0,39,2,3,13,1,6,10
38,Yes,Travel_Rarely,325,Sales,1,2,Human Resources,1,926,4,Female,77,4,5,Manager,2,Married,3112,3352,1,Y,Yes,23,4,4,80,1,16,6,1,14,15,4,1
41,No,Travel_Rarely,1235,Sales,6,5,Human Resources,1,927,3,Female,55,3,1,Manager,1,Married,1374,9146,6,Y,Yes,13,3,4,80,0,12,2,1,32,16,4,1
51,No,Travel_Rarely,455,Research & Development,9,1,Other,1,928,3,Female,99,2,5,Manufacturing Director,4,Divorced,15019,21588,3,Y,No,20,4,3,80,0,3,1,2,24,4,1,11
39,No,Travel_Rarely,1209,Research & Development,15,4,Medical,1,929,2,Male,41,4,4,Research Scientist,3,Single,12776,11528,8,Y,No,11,3,1,80,2,19,6,2,20,11,6,14
20,Yes,Travel_Rarely,656,Sales,12,1,Technical Degree,1,930,2,Male,74,4,4,Sales Executive,1,Married,17112,15622,9,Y,No,21,3,2,80,2,24,6,2,16,14,11,16
29,No,Travel_Rarely,167,Sales,3,4,Other,1,931,2,Female,37,4,3,Sales Representative,1,Married,13751,21231,1,Y,No,23,3,1,80,0,21,1,2,22,5,5,13
45,No,Travel_Rarely,722,Research & Development,11,5,Medical,1,932,2,Female,38,2,2,Manufacturing Director,3,Single,13400,24272,4,Y,Yes,15,3,2,80,0,16,0,1,16,12,10,15
47,No,Travel_Rarely,1260,Human Resources,15,5,Technical Degree,1,933,3,Male,30,1,1,Human Resources,2,Single,5181,21153,3,Y,No,12,4,2,80,3,39,5,4,13,10,0,7
43,No,Travel_Frequently,1211,Research & Development,3,5,Other,1,934,4,Male,34,4,1,Manager,1,Single,16632,17102,8,Y,No,25,3,4,80,2,10,2,2,28,16,3,16
38,Yes,Travel_Rarely,185,Sales,14,4,Other,1,935,1,Male,100,3,2,Manager,3,Divorced,3387,13958,3,Y,Yes,12,3,4,80,0,24,4,4,19,8,2,4
45,No,Non-Travel,328,Sales,2,3,Marketing,1,936,2,Male,83,1,4,Manager,2,Single,18598,2513,7,Y,No,25,3,3,80,3,4,1,2,29,15,11,11
43,No,Travel_Frequently,1385,Sales,29,1,Human Resources,1,937,2,Male,53,1,5,Sales Executive,4,Divorced,13040,10938,7,Y,No,14,3,1,80,3,20,0,3,18,16,14,5
50,No,Travel_Rarely,993,Research & Development,4,3,Technical Degree,1,938,3,Male,55,1,1,Manufacturing Director,3,Single,6678,4965,5,Y,No,14,4,1,80,3,25,4,2,38,17,2,17
38,Yes,Travel_Frequently,1114,Sales,26,3,Marketing,1,939,2,Male,39,4,2,Sales Executive,1,Divorced,3744,17296,5,Y,Yes,14,3,2,80,3,15,2,2,12,12,6,4
52,No,Travel_Rarely,121,Research & Development,19,2,Other,1,940,4,Female,90,2,3,Manager,4,Single,10876,15195,7,Y,No,17,3,4,80,2,39,1,2,17,10,10,5
51,Yes,Travel_Rarely,1160,Sales,12,1,Other,1,941,4,Male,69,2,3,Sales Representative,2,Divorced,9499,2961,9,Y,No,11,3,4,80,3,20,6,1,22,12,11,8
58,No,Travel_Frequently,856,Research & Development,2,4,Medical,1,942,2,Male,73,4,4,Research Scientist,2,Married,1965,18332,8,Y,No,23,3,1,80,2,31,5,3,32,12,9,14
35,No,Non-Travel,1042,Research & Development,17,2,Marketing,1,943,3,Male,41,3,1,Research Scientist,3,Divorced,10315,13273,4,Y,No,18,3,3,80,3,3,1,2,38,11,3,9
28,Yes,Travel_Rarely,371,Research & Development,3,2,Life Sciences,1,944,2,Male,51,3,5,Healthcare Representative,3,Divorced,7632,26843,0,Y,Yes,22,3,4,80,3,37,5,2,39,13,14,16
40,No,Travel_Rarely,507,Sales,10,5,Technical Degree,1,945,2,Male,56,3,1,Sales Representative,3,Married,15917,10098,0,Y,Yes,23,3,3,80,1,7,0,4,17,12,11,11
39,No,Travel_Frequently,405,Sales,16,4,Human Resources,1,946,3,Female,96,4,3,Sales Representative,2,Single,18867,18252,1,Y,No,20,4,1,80,2,8,0,3,8,8,7,8
34,No,Non-Travel,1410,Sales,22,3,Marketing,1,947,4,Male,98,2,1,Sales Executive,4,Married,5469,23210,9,Y,Yes,19,3,1,80,1,16,2,2,32,13,15,14
22,Yes,Travel_Rarely,1110,Research & Development,9,3,Other,1,948,1,Female,43,4,3,Research Director,2,Married,14995,22605,9,Y,No,20,3,3,80,1,40,5,4,31,0,10,13
28,No,Travel_Rarely,911,Research & Development,11,3,Medical,1,949,2,Female,54,2,2,Research Director,1,Married,13647,17707,4,Y,No,23,3,4,80,3,12,1,4,16,8,15,0
47,No,Travel_Rarely,1154,Research & Development,21,5,Technical Degree,1,950,4,Female,81,1,2,Manufacturing Director,2,Divorced,3859,23070,3,Y,No,24,4,1,80,2,8,0,1,18,3,8,16
32,No,Travel_Rarely,492,Research & Development,15,3,Human Resources,1,951,2,Female,88,4,3,Research Director,1,Married,14308,4336,0,Y,No,25,3,2,80,0,5,1,4,26,11,2,0
44,No,Non-Travel,1010,Research & Development,3,1,Technical Degree,1,952,1,Female,67,2,5,Manufacturing Director,4,Single,11707,14909,3,Y,No,16,3,1,80,3,26,2,2,5,13,15,12
52,Yes,Travel_Rarely,243,Sales,16,3,Medical,1,953,3,Male,49,1,5,Sales Representative,3,Divorced,5603,4582,3,Y,Yes,14,3,4,80,2,36,5,1,34,8,4,7
50,No,Non-Travel,747,Research & Development,21,3,Other,1,954,4,Female,49,1,1,Manager,3,Divorced,15291,19990,9,Y,No,16,3,2,80,1,38,1,1,36,2,3,12
37,No,Travel_Frequently,910,Research & Development,21,1,Human Resources,1,955,1,Male,85,4,3,Research Scientist,2,Married,17294,7710,3,Y,No,20,3,1,80,2,23,4,2,33,5,13,15
33,No,Travel_Rarely,1049,Research & Development,21,5,Life Sciences,1,956,2,Male,59,2,4,Research Director,3,Divorced,15343,21249,0,Y,No,17,4,4,80,3,8,1,3,19,2,11,1
51,No,Travel_Rarely,1466,Research & Development,28,2,Medical,1,957,1,Male,70,1,5,Healthcare Representative,4,Single,7653,20121,8,Y,No,16,3,4,80,2,10,3,4,24,0,15,12
19,No,Travel_Rarely,346,Sales,12,4,Life Sciences,1,958,4,Female,100,4,5,Sales Representative,3,Divorced,3859,2117,2,Y,No,21,3,1,80,1,34,3,1,3,2,9,17
52,No,Travel_Rarely,867,Sales,23,5,Marketing,1,959,3,Male,92,1,2,Sales Representative,2,Married,15942,4431,3,Y,Yes,11,3,4,80,2,28,6,3,9,13,14,2
57,No,Travel_Rarely,977,Research & Development,5,3,Technical Degree,1,960,2,Female,98,3,5,Laboratory Technician,4,Married,1174,21421,4,Y,Yes,15,3,3,80,2,7,2,2,9,1,5,12
45,No,Travel_Rarely,1013,Sales,7,2,Human Resources,1,961,3,Male,58,4,5,Sales Representative,1,Married,11710,14685,6,Y,Yes,18,3,2,80,1,16,2,4,23,11,10,12
56,No,Travel_Rarely,1130,Research & Development,9,4,Other,1,962,3,Female,73,1,5,Research Scientist,2,Divorced,1928,10116,5,Y,No,25,3,3,80,3,6,2,4,20,9,9,3
23,No,Travel_Rarely,1021,Sales,21,4,Life Sciences,1,963,1,Male,86,4,3,Manager,1,Married,9314,6820,4,Y,Yes,18,3,1,80,0,11,4,1,10,12,3,17
26,No,Travel_Rarely,1040,Research & Development,18,4,Other,1,964,1,Male,53,4,3,Laboratory Technician,4,Divorced,18384,20194,7,Y,Yes,22,3,3,80,1,14,5,4,26,3,7,5
37,Yes,Travel_Rarely,550,Sales,21,1,Marketing,1,965,4,Male,48,2,2,Sales Representative,2,Married,16724,9188,0,Y,Yes,20,3,1,80,1,28,4,4,15,18,2,3
18,No,Travel_Frequently,367,Research & Development,8,1,Life Sciences,1,966,4,Male,46,2,1,Research Scientist,2,Married,4848,6227,6,Y,Yes,19,3,1,80,3,23,6,4,25,0,10,3
25,Yes,Travel_Rarely,1364,Research & Development,12,2,Other,1,967,3,Male,98,1,5,Research Scientist,4,Married,18651,25007,5,Y,No,14,3,4,80,3,36,1,4,29,10,4,6
40,No,Travel_Rarely,351,Sales,20,3,Other,1,968,4,Female,90,4,1,Sales Executive,3,Single,12627,2838,4,Y,Yes,20,4,4,80,2,13,0,2,15,15,12,6
20,No,Travel_Frequently,1056,Research & Development,2,2,Marketing,1,969,3,Male,33,4,3,Healthcare Representative,2,Single,14528,22655,6,Y,Yes,16,4,1,80,1,10,5,3,6,18,15,15
21,No,Travel_Frequently,1416,Research & Development,10,3,Medical,1,970,2,Female,51,3,5,Research Scientist,2,Married,11785,26663,2,Y,No,17,3,2,80,2,34,3,2,15,18,15,15
42,No,Non-Travel,644,Research & Development,19,5,Human Resources,1,971,3,Male,35,4,1,Research Scientist,1,Married,1076,8034,0,Y,No,15,3,2,80,2,16,3,2,34,11,0,4
55,No,Travel_Rarely,733,Human Resources,9,4,Marketing,1,972,4,Male,59,2,1,Human Resources,3,Divorced,10797,2143,8,Y,No,25,3,2,80,3,26,6,1,15,2,12,14
32,Yes,Travel_Rarely,1204,Research & Development,25,4,Life Sciences,1,973,4,Male,40,4,4,Manager,1,Divorced,6669,25290,1,Y,No,21,3,3,80,3,2,3,4,39,17,14,3
38,No,Travel_Rarely,1008,Sales,24,1,Life Sciences,1,974,3,Male,77,2,3,Sales Executive,1,Single,5487,8311,9,Y,Yes,18,3,1,80,2,1,6,2,11,16,5,12
52,No,Travel_Rarely,622,Sales,8,5,Technical Degree,1,975,1,Female,75,3,2,Sales Representative,3,Divorced,9219,21527,2,Y,No,13,3,4,80,1,3,1,4,34,4,10,6
31,No,Travel_Rarely,985,Sales,24,5,Other,1,976,3,Female,56,1,2,Sales Executive,3,Divorced,11931,13028,7,Y,Yes,18,3,3,80,1,17,1,2,20,15,4,11
53,No,Travel_Rarely,835,Research & Development,24,3,Human Resources,1,977,3,Male,48,2,4,Healthcare Representative,4,Divorced,4530,23703,9,Y,No,25,4,3,80,2,19,2,2,35,13,7,8
29,Yes,Travel_Rarely,245,Sales,24,5,Life Sciences,1,978,1,Female,88,1,1,Sales Representative,3,Divorced,1581,9962,8,Y,No,24,3,4,80,0,20,0,1,16,18,8,16
34,Yes,Travel_Rarely,1245,Research & Development,1,1,Medical,1,979,2,Male,97,1,4,Manager,2,Single,8091,22367,2,Y,Yes,15,3,1,80,0,13,2,3,31,5,7,1
56,No,Travel_Rarely,1045,Research & Development,6,3,Medical,1,980,1,Female,83,1,4,Research Director,3,Single,6404,10045,5,Y,No,11,3,3,80,3,7,1,3,40,2,15,15
26,No,Travel_Rarely,666,Research & Development,12,2,Marketing,1,981,4,Female,46,1,3,Healthcare Representative,4,Divorced,16416,13683,6,Y,No,23,3,1,80,1,1,4,2,5,5,7,6
52,No,Travel_Rarely,1301,Research & Development,25,3,Life Sciences,1,982,1,Female,79,2,5,Healthcare Representative,4,Divorced,19651,17113,0,Y,No,16,3,1,80,2,25,2,1,23,11,11,17
30,No,Travel_Frequently,171,Sales,24,2,Human Resources,1,983,4,Male,69,3,1,Sales Representative,4,Single,12103,16785,6,Y,No,12,3,1,80,2,18,5,4,26,10,13,6
32,No,Travel_Frequently,734,Sales,19,3,Human Resources,1,984,4,Male,40,4,2,Sales Representative,3,Married,1659,26113,3,Y,No,25,3,4,80,1,27,1,4,19,6,12,0
35,No,Travel_Rarely,990,Research & Development,27,4,Life Sciences,1,985,3,Male,43,2,2,Research Scientist,3,Divorced,6750,24253,4,Y,Yes,17,3,1,80,3,28,1,2,24,0,2,2
50,Yes,Travel_Frequently,1328,Research & Development,17,2,Technical Degree,1,986,3,Female,42,3,4,Manufacturing Director,1,Married,14290,21833,7,Y,Yes,25,3,3,80,3,4,4,3,1,15,3,10
23,Yes,Travel_Rarely,902,Research & Development,2,1,Technical Degree,1,987,2,Female,57,4,4,Laboratory Technician,1,Divorced,7847,10439,3,Y,No,25,3,4,80,0,27,4,1,8,15,15,14
44,No,Travel_Rarely,281,Research & Development,11,2,Technical Degree,1,988,4,Male,73,1,4,Manufacturing Director,2,Single,19980,13187,3,Y,No,19,3,4,80,1,40,4,3,27,16,14,2
40,Yes,Travel_Rarely,694,Sales,18,2,Life Sciences,1,989,3,Female,92,4,1,Sales Representative,1,Divorced,4271,8355,7,Y,No,13,4,3,80,1,25,0,4,37,14,10,12
44,No,Non-Travel,668,Research & Development,23,3,Marketing,1,990,4,Female,90,4,4,Laboratory Technician,2,Married,18731,20792,4,Y,No,24,3,4,80,2,4,5,3,2,8,3,3
51,Yes,Travel_Rarely,792,Research & Development,28,4,Human Resources,1,991,2,Male,46,3,4,Research Scientist,4,Single,6005,21934,5,Y,No,20,3,3,80,1,14,1,4,19,4,14,7
55,Yes,Travel_Rarely,1235,Research & Development,22,3,Marketing,1,992,4,Female,79,4,5,Healthcare Representative,1,Divorced,12835,17266,4,Y,No,24,3,2,80,0,8,4,1,5,7,14,3
31,No,Non-Travel,766,Sales,11,3,Marketing,1,993,2,Male,55,1,1,Sales Executive,3,Divorced,3836,25886,0,Y,No,14,3,3,80,1,31,0,1,38,0,13,17
